房源名称,户型,面向,面积,所属区,地址,价钱
合租·万科金色领域,5居室,西南卧,9㎡,青阳区,青羊万家湾,700 元/月
花样年华新街坊二期,2室1厅,西,67㎡,青阳区,青羊八宝街,2600 元/月
独栋·乐乎城市青年社区,天府广场店,抱着紫色的梦选择等待,东南,青阳区,,1750-2210 元/月
建发金沙里,1室0厅,西南,45㎡,青阳区,青羊金沙,1800 元/月
合租·保利香槟光华,6居室,东南卧,12㎡,青阳区,青羊万家湾,900 元/月
独栋·乐乎城市青年社区,天府广场店,有蔚蓝天，垂光抱琼台,东南,青阳区,,1875-2950 元/月
整租·锦城华府,1室1厅,南/北,52㎡,青阳区,青羊八宝街,2300 元/月
中铁瑞景颐城,3室2厅,南,89㎡,青阳区,青羊外光华,3000 元/月
欧韵金沙,2室2厅,东北,79㎡,青阳区,青羊金沙,3000 元/月
二十一世纪花园一期,3室1厅,西,123㎡,青阳区,青羊贝森,2600 元/月
独栋·乐乎城市青年社区,天府广场店,公主小妹,南,青阳区,,1750-2210 元/月
合租·瑞通凯域,4居室,南卧,25㎡,青阳区,青羊贝森,1050 元/月
整租·中大君悦金沙五期,2室1厅,南,87㎡,青阳区,青羊金沙,2200 元/月
合租·印象金沙,4居室,东南卧,13㎡,青阳区,青羊金沙,851 元/月
光华逸家,3室1厅,西南,74㎡,青阳区,青羊外光华,2500 元/月
俊发时光俊园,2室2厅,东,77㎡,青阳区,青羊外光华,2500 元/月
整租·金地嘉年华城A区,2室1厅,东南,80㎡,青阳区,青羊金沙,2300 元/月
独栋·乐乎城市青年社区,天府广场店,天空之城2.0A,南,青阳区,,1875-2508 元/月
独栋·乐乎城市青年社区,天府广场店,蒸蒸日上2.0A,南,青阳区,,1875-2508 元/月
锦桂苑,2室2厅,东南,82㎡,青阳区,青羊府南新区,2000 元/月
独栋·乐乎城市青年社区,天府广场店,气质男神2.0A,南,青阳区,,1875-2508 元/月
合租·合能西贵金沙,5居室,南卧,20㎡,青阳区,青羊金沙,950 元/月
整租·时代印象,2室1厅,南,63㎡,青阳区,青羊草市街,2000 元/月
金阳易诚国际,2室1厅,南,79㎡,青阳区,青羊外光华,2600 元/月
合租·锦花苑(青羊),4居室,南卧,25㎡,青阳区,青羊府南新区,1080 元/月
整租·光华碧邻,2室2厅,东,80㎡,青阳区,青羊外光华,2500 元/月
金沙西园二期,1室0厅,南,40㎡,青阳区,青羊金沙,2000 元/月
现代城人民公园,1室0厅,东南,47㎡,青阳区,青羊人民公园,1700 元/月
蓝光SOFA社区,2室2厅,西,72㎡,青阳区,青羊外光华,2400 元/月
紫云金沙,2室1厅,南,90㎡,青阳区,青羊贝森,2800 元/月
合租·融创观玺台花园,5居室,西卧,17㎡,青阳区,青羊外光华,1030 元/月
时代凯悦,1室0厅,东南,50㎡,青阳区,青羊八宝街,2000 元/月
心灵家园,2室2厅,北,79㎡,青阳区,青羊外光华,2600 元/月
合租·光华锦苑,1居室,西南卧,10㎡,青阳区,青羊外光华,650 元/月
中铁西城西苑,2室1厅,南,73㎡,青阳区,青羊外光华,2300 元/月
合租·融创观玺台花园,4居室,北卧,10㎡,青阳区,青羊外光华,930 元/月
紫云金沙,3室2厅,东南,106㎡,青阳区,青羊贝森,3300 元/月
整租·俊发时光俊园,1室1厅,东南,45㎡,青阳区,青羊外光华,1800 元/月
独栋·乐乎城市青年社区,天府广场店,粉妆玉砌3.0,北,青阳区,,1750-2210 元/月
整租·蓝光SOFA社区,2室1厅,东南,49㎡,青阳区,青羊外光华,2000 元/月
整租·万科金色领域,2室2厅,西南,83㎡,青阳区,青羊万家湾,2500 元/月
整租·万科金色领域,2室2厅,西南,86㎡,青阳区,青羊万家湾,2400 元/月
时代天骄,1室0厅,东,41㎡,青阳区,青羊草市街,1600 元/月
整租·成都花园翠雍华庭,3室1厅,错层,143㎡,青阳区,青羊西南财大,4000 元/月
整租·建发金沙里,1室1厅,东南,40㎡,青阳区,青羊金沙,1886 元/月
时代凯悦,1室0厅,东南,57㎡,青阳区,青羊八宝街,1700 元/月
金阳易诚国际,2室2厅,南,74㎡,青阳区,青羊外光华,2300 元/月
青华路24号,2室1厅,南,63㎡,青阳区,青羊草堂,2500 元/月
融城云熙,1室1厅,东,54㎡,青阳区,青羊太升路,2600 元/月
独栋·同创公寓,同创青羊区蜀汉路店,同创公寓特惠标间,20-30㎡,青阳区,,1250-1400 元/月
天盛壹中心,2室1厅,西北,84㎡,青阳区,青羊草市街,2800 元/月
独栋·同创公寓,银杏地带店,标准户型,29㎡,青阳区,,2220 元/月
长虹和悦府,2室2厅,南/北,62㎡,青阳区,青羊外光华,2100 元/月
金地嘉年华城A区,2室1厅,东南,80㎡,青阳区,青羊金沙,2400 元/月
财富领地,2室1厅,西,69㎡,青阳区,青羊草市街,2500 元/月
西府少城,2室1厅,西南,75㎡,青阳区,青羊人民公园,4200 元/月
合租·紫御熙庭,4居室,北卧,14㎡,青阳区,青羊外光华,1290 元/月
合租·紫御熙庭,4居室,西卧,9㎡,青阳区,青羊外光华,830 元/月
合租·紫御熙庭,4居室,北卧,9㎡,青阳区,青羊外光华,790 元/月
合租·光华美地,3居室,东卧,10㎡,青阳区,青羊外光华,990 元/月
中大君悦金沙四期,2室1厅,南,84㎡,青阳区,青羊金沙,2760 元/月
合租·光华美地,3居室,南卧,8㎡,青阳区,青羊外光华,790 元/月
印象金沙,1室1厅,西北,92㎡,青阳区,青羊金沙,2400 元/月
整租·王家塘街74号,2室1厅,南,61㎡,青阳区,青羊八宝街,1900 元/月
合租·光华美地,3居室,南卧,10㎡,青阳区,青羊外光华,860 元/月
香槟花园,3室1厅,东,138㎡,青阳区,青羊优品道,4200 元/月
整租·荣盛花语城,2室1厅,西,64㎡,青阳区,青羊外光华,2100 元/月
新阳光健康家园,3室1厅,北,106㎡,青阳区,青羊贝森,3000 元/月
锦西民宅,3室2厅,东南,127㎡,青阳区,青羊府南新区,2200 元/月
元益花园,3室2厅,东,85㎡,青阳区,青羊外光华,2200 元/月
华府金沙,2室2厅,西南,79㎡,青阳区,青羊金沙,2900 元/月
合租·融创观玺台花园,5居室,西卧,13㎡,青阳区,青羊外光华,1030 元/月
合租·融创观玺台花园,5居室,东卧,12㎡,青阳区,青羊外光华,990 元/月
整租·金林大城小室,1室1厅,东,58㎡,青阳区,青羊府南新区,2300 元/月
合租·紫御熙庭,3居室,南卧,12㎡,青阳区,青羊外光华,960 元/月
合租·紫御熙庭,3居室,南卧,9㎡,青阳区,青羊外光华,860 元/月
合租·紫御熙庭,3居室,东南卧,10㎡,青阳区,青羊外光华,990 元/月
合租·清水路苑,4居室,南卧,10㎡,青阳区,青羊外金沙,830 元/月
合租·清水路苑,4居室,南卧,15㎡,青阳区,青羊外金沙,1060 元/月
金沙云庭,2室1厅,东北,58㎡,青阳区,青羊金沙,2600 元/月
合租·紫御熙庭,4居室,南卧,12㎡,青阳区,青羊外光华,990 元/月
天盛壹中心,2室1厅,东南,59㎡,青阳区,青羊草市街,2600 元/月
整租·荣盛花语城,3室2厅,东南,92㎡,青阳区,青羊外光华,2800 元/月
合租·光华欣苑,4居室,东南卧,10㎡,青阳区,青羊外光华,860 元/月
整租·光华逸家,3室1厅,南,75㎡,青阳区,青羊外光华,2400 元/月
合租·光华欣苑,4居室,南卧,15㎡,青阳区,青羊外光华,1230 元/月
合租·光华欣苑,4居室,东卧,9㎡,青阳区,青羊外光华,790 元/月
证大正府,2室1厅,西南,78㎡,青阳区,青羊太升路,3200 元/月
成都花园上城,3室2厅,南,127㎡,青阳区,青羊西南财大,3800 元/月
合租·光华美地,3居室,东卧,11㎡,青阳区,青羊外光华,890 元/月
合租·光华美地,3居室,南卧,15㎡,青阳区,青羊外光华,1060 元/月
光华馨地,2室1厅,南,83㎡,青阳区,青羊西南财大,2400 元/月
二十一世纪花园三期,3室1厅,南,136㎡,青阳区,青羊贝森,2700 元/月
时代凯悦,1室0厅,东南,45㎡,青阳区,青羊八宝街,1600 元/月
合租·凯德风尚,3居室,南卧,9㎡,青阳区,青羊外光华,960 元/月
金地嘉年华城A区,2室1厅,东南,79㎡,青阳区,青羊金沙,1800 元/月
盘谷花园,3室2厅,东南/南,174㎡,武侯区,武侯棕北,6500 元/月
合租·双楠映象,4居室,东卧,20㎡,武侯区,武侯红牌楼,1460 元/月
合租·首航欣程,6居室,西北卧,12㎡,武侯区,武侯棕北,1050 元/月
和谐公寓,1室1厅,东南,69㎡,武侯区,武侯川音,2800 元/月
桐梓林欧城,2室1厅,南,89㎡,武侯区,武侯桐梓林,3700 元/月
整租·玉林东街19号,2室1厅,南,64㎡,武侯区,武侯玉林,2700 元/月
整租·摩卡筑,2室1厅,西南,61㎡,武侯区,武侯川音,2900 元/月
锦宏宝润苑,2室1厅,复式,37㎡,武侯区,武侯双楠,1800 元/月
成都A区,1室1厅,西南,50㎡,武侯区,武侯高升桥,2400 元/月
合租·翠堤春晓,4居室,北卧,14㎡,武侯区,武侯五大花园,1290 元/月
独栋·乐乎城市青年社区,世纪百合店,I户型,东南,武侯区,,1575-2350 元/月
桐梓林欧城,4室1厅,南,150㎡,武侯区,武侯桐梓林,10000 元/月
九峰国际,2室1厅,东南,56㎡,武侯区,武侯红牌楼,2100 元/月
合租·美丽南庭,4居室,南卧,28㎡,武侯区,武侯火车南站,1500 元/月
整租·教育学院教师公寓,2室1厅,西,94㎡,武侯区,武侯华西,3200 元/月
中央花园一期三组团,2室1厅,跃层,60㎡,武侯区,武侯五大花园,1600 元/月
整租·和信派都,1室1厅,东南,51㎡,武侯区,武侯川大,2350 元/月
红帆蓝调,1室1厅,东南,38㎡,武侯区,武侯武侯立交,1400 元/月
整租·天朗锦邸,1室1厅,西北,52㎡,武侯区,武侯武侯祠,2450 元/月
合租·畜牧科学研究院,5居室,东卧,11㎡,武侯区,武侯棕北,650 元/月
芳草地,1室0厅,南,40㎡,武侯区,武侯桐梓林,2000 元/月
合租·翠堤春晓,4居室,南卧,14㎡,武侯区,武侯五大花园,820 元/月
广福桥街14号,3室2厅,东南,123㎡,武侯区,武侯高升桥,2500 元/月
合租·双楠映象,4居室,东卧,11㎡,武侯区,武侯红牌楼,1030 元/月
中海龙湾半岛,4室2厅,西南,223㎡,武侯区,武侯龙湾,7500 元/月
整租·黉门公馆,2室1厅,南,72㎡,武侯区,武侯华西,3200 元/月
整租·黉门公馆,1室1厅,东南,50㎡,武侯区,武侯华西,2000 元/月
合租·优客联邦一期,3居室,东卧,10㎡,武侯区,武侯丽都,1290 元/月
合租·嘉瑞苑二期,3居室,西卧,11㎡,武侯区,武侯外双楠,1030 元/月
整租·金地花园,3室2厅,南,134㎡,武侯区,武侯双楠,3500 元/月
阳光春天,3室2厅,东,148㎡,武侯区,武侯火车南站,4000 元/月
合租·美丽南庭,4居室,北卧,11㎡,武侯区,武侯火车南站,1160 元/月
整租·邻里中央,1室1厅,西,39㎡,武侯区,武侯五大花园,1700 元/月
合租·首航欣程,6居室,东卧,12㎡,武侯区,武侯棕北,1250 元/月
合租·绿地GIC,4居室,南卧,20㎡,武侯区,武侯火车南站,1368 元/月
合租·绿地GIC,4居室,南卧,18㎡,武侯区,武侯火车南站,1212 元/月
整租·SOHO沸城,1室0厅,西南,35㎡,武侯区,武侯棕北,2000 元/月
合租·绿地GIC,5居室,南卧,20㎡,武侯区,武侯火车南站,1200 元/月
整租·新巢小区一期,2室1厅,东,56㎡,武侯区,武侯广福桥,2000 元/月
优客联邦一期,1室1厅,南,60㎡,武侯区,武侯丽都,2500 元/月
整租·华尔兹广场(武侯),1室1厅,东南,61㎡,武侯区,武侯航空路,2400 元/月
整租·杰座,1室1厅,东南,59㎡,武侯区,武侯丽都,2200 元/月
整租·中海格林威治城,3室1厅,东南,112㎡,武侯区,武侯川大,5000 元/月
整租·摩卡筑,2室1厅,东南,60㎡,武侯区,武侯川音,2800 元/月
整租·时代空间,2室1厅,南,79㎡,武侯区,武侯双楠,2400 元/月
鹭岛国际三期,2室1厅,东,95㎡,武侯区,武侯外双楠,3500 元/月
整租·华尔兹广场(武侯),1室1厅,北,70㎡,武侯区,武侯航空路,3200 元/月
合租·九峰国际,3居室,东南卧,12㎡,武侯区,武侯红牌楼,1290 元/月
整租·正基城市主场,2室1厅,东北,57㎡,武侯区,武侯五大花园,2450 元/月
独栋·乐乎城市青年社区,世纪百合店,眼睛里的郁金香,26-40㎡,武侯区,,1575-2150 元/月
左邻右舍,1室1厅,东南,50㎡,武侯区,武侯高升桥,2000 元/月
整租·九峰国际,1室1厅,东南,42㎡,武侯区,武侯红牌楼,2350 元/月
罗浮世家二期,4室1厅,东南,150㎡,武侯区,武侯高升桥,5200 元/月
整租·四季花城,2室1厅,南,84㎡,武侯区,武侯广福桥,3100 元/月
独栋·乐乎城市青年社区,世纪百合店,浪漫满屋2.0B,西,武侯区,,1575-2100 元/月
华尔兹广场(武侯),1室0厅,南,42㎡,武侯区,武侯航空路,2300 元/月
华宇蓉国府,3室1厅,北,114㎡,武侯区,武侯玉林,5200 元/月
独栋·乐乎城市青年社区,世纪百合店,百合,南,武侯区,,1425-1725 元/月
橙堡,2室1厅,西南,67㎡,武侯区,武侯红牌楼,2500 元/月
合租·优客联邦一期,3居室,南卧,11㎡,武侯区,武侯丽都,1430 元/月
鹭岛国际三期,2室1厅,东南,95㎡,武侯区,武侯外双楠,4000 元/月
整租·天府南苑,2室1厅,南,62㎡,武侯区,武侯玉林,1800 元/月
中华名园三期D区,2室2厅,西南,89㎡,武侯区,武侯武侯立交,2600 元/月
红城,3室1厅,东南,80㎡,武侯区,武侯丽都,3200 元/月
鹭岛国际三期,3室1厅,南,132㎡,武侯区,武侯外双楠,6000 元/月
整租·伊顿社区,2室1厅,西北,65㎡,武侯区,武侯川音,3000 元/月
园中园南苑,2室1厅,错层,79㎡,武侯区,武侯五大花园,1800 元/月
合租·锦江新园,8居室,东卧,20㎡,武侯区,武侯川音,1800 元/月
锦江新园,1室1厅,西南,250㎡,武侯区,武侯川音,9600 元/月
独栋·乐乎城市青年社区,世纪百合店,B户型,南,武侯区,,1575-2350 元/月
玉林品上,2室1厅,南,79㎡,武侯区,武侯玉林,3200 元/月
锦官新城西区,3室1厅,北,135㎡,武侯区,武侯航空路,4500 元/月
整租·绿地GIC,2室2厅,南,82㎡,武侯区,武侯火车南站,5800 元/月
整租·绿地GIC,3室2厅,南,117㎡,武侯区,武侯火车南站,6900 元/月
美丽星,2室1厅,南,74㎡,武侯区,武侯外双楠,2600 元/月
中粮香颂丽都,3室1厅,东北,77㎡,武侯区,武侯丽都,3600 元/月
合租·美丽南庭,4居室,南卧,25㎡,武侯区,武侯火车南站,1200 元/月
整租·双发金英汇,2室2厅,南,76㎡,武侯区,武侯航空路,3800 元/月
合租·美丽南庭,4居室,南卧,22㎡,武侯区,武侯火车南站,1200 元/月
花样年华四期,1室0厅,西南,43㎡,武侯区,武侯红牌楼,1600 元/月
整租·绿地GIC,2室2厅,东南,82㎡,武侯区,武侯火车南站,5800 元/月
独栋·幸福居,武侯新城店,北欧精装大套一,55㎡,武侯区,,1880 元/月
合租·绿地GIC,5居室,南卧,19㎡,武侯区,武侯火车南站,1200 元/月
整租·新巢小区一期,1室1厅,东南,42㎡,武侯区,武侯广福桥,1800 元/月
爱家馨城,2室1厅,东南,61㎡,武侯区,武侯红牌楼,2150 元/月
双楠名城二期,3室2厅,东南,135㎡,武侯区,武侯红牌楼,3800 元/月
独栋·华润置地·有巢公寓,大悦路店,开业九折/数量有限,50㎡,武侯区,,2520 元/月
独栋·华润置地·有巢公寓,大悦路店,开业九折/好房等你,50㎡,武侯区,,2520 元/月
四季花城,3室2厅,南/北,137㎡,武侯区,武侯广福桥,4000 元/月
花间兰庭,2室1厅,东南,84㎡,武侯区,武侯外双楠,3000 元/月
泰基南棠,1室1厅,东南,54㎡,武侯区,武侯红牌楼,2300 元/月
整租·巷上生活馆,1室1厅,东南,54㎡,武侯区,武侯广福桥,1850 元/月
成都A区,2室1厅,东南,81㎡,武侯区,武侯高升桥,4200 元/月
独栋·幸福居,武侯新城,整租套一,55㎡,武侯区,,1690 元/月
武侯祠大街254号,2室1厅,东南,71㎡,武侯区,武侯华西,2500 元/月
独栋·幸福居,武侯新城,小鱼,24㎡,武侯区,,1460 元/月
独栋·幸福居,武侯新城,交通方便,25㎡,武侯区,,1420 元/月
锦绣花园西区,2室1厅,西南,85㎡,武侯区,武侯桐梓林,3800 元/月
鹭岛国际三期,2室1厅,西南,96㎡,武侯区,武侯外双楠,4300 元/月
合租·新界三期,4居室,南卧,9㎡,武侯区,武侯红牌楼,990 元/月
鹭岛国际四期,1室1厅,南,56㎡,武侯区,武侯外双楠,3500 元/月
鹭岛国际三期,3室1厅,东南,139㎡,武侯区,武侯外双楠,6500 元/月
合租·新加坡花园,4居室,东卧,13㎡,武侯区,武侯桐梓林,1690 元/月
合租·双楠映象,4居室,东卧,18㎡,武侯区,武侯红牌楼,1290 元/月
摩卡筑,2室1厅,东南,64㎡,武侯区,武侯川音,3000 元/月
合租·首航欣程,4居室,东卧,13㎡,武侯区,武侯棕北,1200 元/月
成都A区,1室1厅,东北,52㎡,武侯区,武侯高升桥,1600 元/月
合租·上锦雅筑,4居室,东卧,15㎡,武侯区,武侯桐梓林,1530 元/月
鹭岛国际一二期,3室2厅,南,147㎡,武侯区,武侯外双楠,5500 元/月
整租·香月楠岸,2室1厅,南,88㎡,武侯区,武侯双楠,3200 元/月
红帆蓝调,1室1厅,东南,38㎡,武侯区,武侯武侯立交,1400 元/月
合租·首航欣程,5居室,东卧,14㎡,武侯区,武侯棕北,1200 元/月
合租·名士公馆,4居室,南卧,11㎡,武侯区,武侯航空路,1330 元/月
罗浮世家一期,5室3厅,东,280㎡,武侯区,武侯高升桥,7000 元/月
合租·风华苑,3居室,北卧,23㎡,武侯区,武侯桐梓林,1390 元/月
鹭岛国际四期,2室1厅,南,87㎡,武侯区,武侯外双楠,4200 元/月
首座,2室1厅,南/北,128㎡,武侯区,武侯桐梓林,6500 元/月
优客联邦三期,1室1厅,东北,53㎡,武侯区,武侯丽都,2200 元/月
三度空间,2室1厅,东,45㎡,武侯区,武侯火车南站,2600 元/月
吉馨苑,3室1厅,东南,74㎡,武侯区,武侯五大花园,2000 元/月
独栋·幸福居,武侯新城,整租舒适大开间可做饭,50㎡,武侯区,,1890 元/月
鹭岛国际四期,2室2厅,西,87㎡,武侯区,武侯外双楠,4500 元/月
合租·棕竹街5号,3居室,东南卧,7㎡,武侯区,武侯棕北,601 元/月
整租·永祥苑,2室1厅,西南,85㎡,武侯区,武侯簇桥,2500 元/月
金茂礼都,1室1厅,东南,50㎡,武侯区,武侯华西,1600 元/月
园中园东苑,3室1厅,东/东南,113㎡,武侯区,武侯五大花园,2600 元/月
整租·中国水电泛悦国际,3室2厅,东南,73㎡,武侯区,武侯火车南站,5200 元/月
天际首府,3室2厅,西南,128㎡,武侯区,武侯草金立交,3800 元/月
锦宏宝润苑,2室1厅,东南,37㎡,武侯区,武侯双楠,1800 元/月
华宇静苑一期,4室3厅,东南,171㎡,武侯区,武侯新双楠,5000 元/月
整租·红帆蓝调,1室0厅,西南,35㎡,武侯区,武侯武侯立交,1400 元/月
华宇蓉国府,2室1厅,东,55㎡,武侯区,武侯玉林,3500 元/月
和信派都,1室1厅,东南,60㎡,武侯区,武侯川大,2400 元/月
摩卡筑,2室1厅,东南,83㎡,武侯区,武侯川音,3800 元/月
整租·绿地GIC,3室2厅,东南,108㎡,武侯区,武侯火车南站,6200 元/月
罗浮世家二期,3室1厅,西南,150㎡,武侯区,武侯高升桥,4300 元/月
独栋·乐乎城市青年社区,红牌楼店,现代2.0B,东南,武侯区,,1980-2925 元/月
